InvoiceNumber	Date	ProductCode	TotalCost	TotalSalesAmount	SalesPersonCode	FirstName	LastName	Country
INV3016	2013/3/17	ACCE3775	5467.4625	7289.95	usr026	Ralph	Ramos	France
INV3020	2013/1/31	CLTH4640	318.6225	424.83	usr016	Kevin	Edwards	France
INV3024	2015/12/10	ACCE3775	2186.985	2915.98	usr014	Joe	Warren	France
INV3032	2015/10/18	ACCE3775	1093.4925	1457.99	usr045	Frances	Walker	France
INV3039	2016/3/21	CLTH4225	93.7125	124.95	usr004	Willie	Montgomery	France
INV3070	2015/11/19	CLTH4640	693.4725	924.63	usr031	Margaret	Matthews	France
INV3071	2015/7/7	BIKE4040	1436.415	1915.22	usr037	Samuel	Martin	France
INV3089	2014/12/24	CLTH4640	524.79	699.72	usr034	Gloria	Fisher	France
INV3100	2013/4/15	CLTH4640	93.7125	124.95	usr002	Dorothy	Hill	France
INV3108	2014/1/11	CLTH4640	843.4125	1124.55	usr033	Keith	Cox	France
INV3112	2015/4/26	CLTH4640	56.2275	74.97	usr048	Debra	Riley	France
INV3118	2014/9/9	BIKE3625	1011.66	1348.88	usr049	Rose	Stone	France
INV3134	2015/4/5	BIKE4485	1250.325	1667.1	usr049	Rose	Stone	France
INV3169	2015/12/24	BIKE4485	1000.26	1333.68	usr027	Patricia	Jacobs	France
INV3177	2013/10/23	ACCE4790	2783.8125	3711.75	usr003	Wayne	Parker	France
INV3194	2015/5/16	CLTH4225	618.5025	824.67	usr012	Terry	Ruiz	France
INV3196	2014/8/21	CLTH4225	730.9575	974.61	usr038	Douglas	Jenkins	France
INV3219	2014/11/4	BIKE4485	750.195	1000.26	usr034	Gloria	Fisher	France
INV3220	2013/11/17	ACCE3775	1093.4925	1457.99	usr002	Dorothy	Hill	France
INV3251	2015/5/11	CLTH4640	18.7425	24.99	usr014	Joe	Warren	France
INV3254	2013/3/16	CLTH4225	918.3825	1224.51	usr039	Samuel	Cruz	France
INV3262	2015/7/16	ACCE3775	3280.4775	4373.97	usr036	Nicole	Mendoza	France
INV3263	2015/8/13	BIKE4040	1436.415	1915.22	usr029	Kelly	Howell	France
INV3275	2015/8/20	BIKE4040	968.745	1291.66	usr031	Margaret	Matthews	France
INV3283	2015/10/27	BIKE4040	534.48	712.64	usr025	David	Carr	France
INV3289	2015/8/31	CLTH4225	487.305	649.74	usr018	Roy	Jackson	France
INV3292	2014/5/22	ACCE4790	2783.8125	3711.75	usr024	Barbara	Martinez	France
INV3295	2015/6/21	CLTH4225	224.91	299.88	usr038	Douglas	Jenkins	France
INV3317	2013/8/1	CLTH4640	506.0475	674.73	usr024	Barbara	Martinez	France
INV3329	2015/9/18	CLTH4640	224.91	299.88	usr006	Dorothy	Garrett	France
INV3341	2014/2/2	ACCE4790	556.7625	742.35	usr034	Gloria	Fisher	France
INV3342	2015/4/12	ACCE3775	2186.985	2915.98	usr027	Patricia	Jacobs	France
INV3352	2013/2/18	BIKE4040	133.62	178.16	usr033	Keith	Cox	France
INV3356	2014/5/29	ACCE3775	5467.4625	7289.95	usr041	Lillian	Mills	France
INV3400	2014/1/28	BIKE4040	1135.77	1514.36	usr011	Edward	Kennedy	France
INV3415	2013/4/20	ACCE4790	1113.525	1484.7	usr047	Martin	King	France
INV3426	2013/1/12	CLTH4225	599.76	799.68	usr014	Joe	Warren	France
INV3427	2015/9/14	BIKE4485	1250.325	1667.1	usr018	Roy	Jackson	France
INV3428	2015/4/5	BIKE3625	758.745	1011.66	usr005	Annie	Fox	France
INV3433	2014/6/30	CLTH4225	749.7	999.6	usr017	Donald	Thomas	France
INV3442	2013/7/19	BIKE4040	1603.44	2137.92	usr019	William	Grant	France
INV3443	2013/4/28	BIKE3625	758.745	1011.66	usr014	Joe	Warren	France
INV3467	2014/10/24	BIKE4040	1570.035	2093.38	usr044	Clarence	Ortiz	France
INV3469	2014/7/7	CLTH4225	506.0475	674.73	usr032	Joe	Perry	France
INV3486	2014/8/23	CLTH4640	805.9275	1074.57	usr045	Frances	Walker	France
INV3515	2016/1/2	CLTH4225	37.485	49.98	usr029	Kelly	Howell	France
INV3517	2014/8/12	CLTH4640	712.215	949.62	usr040	Judy	Snyder	France
INV3539	2013/11/16	BIKE3625	1011.66	1348.88	usr001	Elizabeth	Hayes	France
INV3543	2015/1/6	ACCE4790	1670.2875	2227.05	usr016	Kevin	Edwards	France
INV3605	2015/6/14	CLTH4640	674.73	899.64	usr038	Douglas	Jenkins	France
INV3613	2014/8/25	BIKE3625	1264.575	1686.1	usr036	Nicole	Mendoza	France
INV3617	2013/3/18	ACCE3775	2186.985	2915.98	usr024	Barbara	Martinez	France
INV3619	2014/3/6	ACCE3775	2186.985	2915.98	usr015	Melissa	Lynch	France
INV3621	2013/12/14	BIKE4485	250.065	333.42	usr044	Clarence	Ortiz	France
INV3638	2014/10/24	BIKE3625	252.915	337.22	usr027	Patricia	Jacobs	France
INV3644	2015/7/30	BIKE4485	750.195	1000.26	usr027	Patricia	Jacobs	France
INV3647	2016/1/13	BIKE4485	1000.26	1333.68	usr012	Terry	Ruiz	France
INV3648	2013/8/9	BIKE4040	1002.15	1336.2	usr021	Doris	Jones	France
INV3651	2015/1/28	ACCE3775	4373.97	5831.96	usr048	Debra	Riley	France
INV3657	2014/7/6	CLTH4225	56.2275	74.97	usr016	Kevin	Edwards	France
INV3673	2013/8/1	BIKE3625	758.745	1011.66	usr033	Keith	Cox	France
INV3709	2014/5/20	BIKE4040	1169.175	1558.9	usr048	Debra	Riley	France
INV3730	2014/3/30	BIKE3625	758.745	1011.66	usr041	Lillian	Mills	France
INV3732	2015/5/11	BIKE4040	601.29	801.72	usr033	Keith	Cox	France
INV3784	2014/11/4	BIKE3625	1011.66	1348.88	usr045	Frances	Walker	France
INV3786	2013/5/21	CLTH4225	224.91	299.88	usr022	Elizabeth	Weaver	France
INV3798	2014/11/15	BIKE4485	750.195	1000.26	usr044	Clarence	Ortiz	France
INV3811	2014/1/19	BIKE4040	1603.44	2137.92	usr028	Jennifer	Bell	France
INV3837	2013/10/23	BIKE3625	758.745	1011.66	usr036	Nicole	Mendoza	France
INV3853	2015/5/30	CLTH4225	374.85	499.8	usr004	Willie	Montgomery	France
INV3854	2016/3/26	ACCE4790	2227.05	2969.4	usr016	Kevin	Edwards	France
INV3871	2015/3/5	BIKE4040	1235.985	1647.98	usr033	Keith	Cox	France
INV3893	2015/8/1	ACCE3775	3280.4775	4373.97	usr002	Dorothy	Hill	France
INV3905	2014/9/8	CLTH4640	356.1075	474.81	usr012	Terry	Ruiz	France
INV3933	2015/2/11	BIKE4485	1250.325	1667.1	usr038	Douglas	Jenkins	France
INV3934	2015/5/13	BIKE3625	1264.575	1686.1	usr038	Douglas	Jenkins	France
INV3949	2015/1/10	ACCE4790	1670.2875	2227.05	usr012	Terry	Ruiz	France
INV3971	2016/1/31	ACCE3775	5467.4625	7289.95	usr035	Willie	Jackson	France
INV3996	2014/3/14	BIKE4040	1169.175	1558.9	usr010	Gregory	Sanders	France
INV3997	2014/8/10	BIKE4485	500.13	666.84	usr035	Willie	Jackson	France
INV4000	2016/4/12	CLTH4225	693.4725	924.63	usr039	Samuel	Cruz	France
INV4013	2014/2/3	BIKE4485	1000.26	1333.68	usr010	Gregory	Sanders	France
INV4020	2015/7/26	BIKE3625	758.745	1011.66	usr032	Joe	Perry	France
INV4025	2015/12/13	BIKE4040	534.48	712.64	usr032	Joe	Perry	France
INV4049	2015/7/12	ACCE3775	3280.4775	4373.97	usr046	Kathleen	Scott	France
INV4053	2013/5/24	CLTH4225	393.5925	524.79	usr009	Andrew	Andrews	France
INV4058	2013/1/30	BIKE3625	1264.575	1686.1	usr049	Rose	Stone	France
INV4065	2015/8/18	CLTH4640	899.64	1199.52	usr015	Melissa	Lynch	France
INV4071	2015/8/6	BIKE4040	835.125	1113.5	usr016	Kevin	Edwards	France
INV4073	2013/5/24	BIKE4485	500.13	666.84	usr002	Dorothy	Hill	France
INV4077	2015/2/6	CLTH4225	299.88	399.84	usr045	Frances	Walker	France
INV4084	2015/5/16	BIKE3625	758.745	1011.66	usr047	Martin	King	France
INV4091	2015/11/10	CLTH4225	843.4125	1124.55	usr016	Kevin	Edwards	France
INV4097	2013/9/12	BIKE3625	505.83	674.44	usr038	Douglas	Jenkins	France
INV4103	2014/1/11	CLTH4225	93.7125	124.95	usr031	Margaret	Matthews	France
INV4108	2014/10/27	ACCE3775	5467.4625	7289.95	usr004	Willie	Montgomery	France
INV4116	2013/7/9	CLTH4225	318.6225	424.83	usr009	Andrew	Andrews	France
INV4125	2014/5/30	CLTH4640	918.3825	1224.51	usr028	Jennifer	Bell	France
INV4127	2013/5/12	CLTH4225	581.0175	774.69	usr033	Keith	Cox	France
INV4131	2015/5/31	BIKE4485	1000.26	1333.68	usr020	Bobby	Bishop	France
INV4157	2014/12/7	CLTH4640	749.7	999.6	usr019	William	Grant	France
INV4176	2016/3/14	ACCE3775	1093.4925	1457.99	usr039	Samuel	Cruz	France
INV4187	2013/10/10	BIKE4040	1302.795	1737.06	usr002	Dorothy	Hill	France
INV4194	2014/9/18	BIKE4040	100.215	133.62	usr024	Barbara	Martinez	France
INV4206	2014/6/28	ACCE4790	2227.05	2969.4	usr043	Raymond	Johnston	France
INV4220	2015/8/23	CLTH4640	56.2275	74.97	usr016	Kevin	Edwards	France
INV4226	2015/10/25	CLTH4225	918.3825	1224.51	usr003	Wayne	Parker	France
INV4238	2015/11/30	ACCE3775	2186.985	2915.98	usr004	Willie	Montgomery	France
INV4244	2016/1/9	CLTH4640	393.5925	524.79	usr039	Samuel	Cruz	France
INV4262	2013/4/28	CLTH4640	599.76	799.68	usr028	Jennifer	Bell	France
INV4283	2014/2/17	CLTH4640	862.155	1149.54	usr039	Samuel	Cruz	France
INV4285	2015/9/26	BIKE3625	1011.66	1348.88	usr048	Debra	Riley	France
INV4293	2015/3/8	ACCE4790	1670.2875	2227.05	usr004	Willie	Montgomery	France
INV4307	2013/7/9	CLTH4640	899.64	1199.52	usr015	Melissa	Lynch	France
INV4329	2015/8/15	ACCE4790	1670.2875	2227.05	usr049	Rose	Stone	France
INV4362	2015/1/12	ACCE3775	5467.4625	7289.95	usr020	Bobby	Bishop	France
INV4369	2014/11/16	BIKE3625	1264.575	1686.1	usr011	Edward	Kennedy	France
INV4372	2014/6/11	ACCE4790	556.7625	742.35	usr016	Kevin	Edwards	France
INV4374	2014/6/29	ACCE4790	1113.525	1484.7	usr017	Donald	Thomas	France
INV4376	2013/6/22	BIKE4040	1002.15	1336.2	usr047	Martin	King	France
INV4385	2015/6/20	BIKE3625	758.745	1011.66	usr022	Elizabeth	Weaver	France
INV4402	2016/2/6	BIKE4485	500.13	666.84	usr024	Barbara	Martinez	France
INV4403	2013/8/30	ACCE3775	3280.4775	4373.97	usr021	Doris	Jones	France
INV4410	2014/3/16	ACCE4790	1670.2875	2227.05	usr014	Joe	Warren	France
INV4414	2015/9/6	BIKE4485	1000.26	1333.68	usr038	Douglas	Jenkins	France
INV4420	2013/6/16	CLTH4225	824.67	1099.56	usr041	Lillian	Mills	France
INV4431	2015/4/9	ACCE4790	2227.05	2969.4	usr042	Jessica	Larson	France
INV4440	2014/2/2	BIKE4485	500.13	666.84	usr021	Doris	Jones	France
INV4455	2014/1/31	CLTH4640	449.82	599.76	usr036	Nicole	Mendoza	France
INV4462	2015/1/6	BIKE4040	1235.985	1647.98	usr012	Terry	Ruiz	France
INV4464	2014/10/25	CLTH4225	712.215	949.62	usr026	Ralph	Ramos	France
INV4470	2014/9/15	CLTH4640	506.0475	674.73	usr036	Nicole	Mendoza	France
INV4476	2014/5/17	ACCE3775	4373.97	5831.96	usr001	Elizabeth	Hayes	France
INV4522	2013/11/23	BIKE4040	501.075	668.1	usr022	Elizabeth	Weaver	France
INV4531	2014/3/9	ACCE4790	2227.05	2969.4	usr040	Judy	Snyder	France
INV4535	2013/6/30	CLTH4225	149.94	199.92	usr013	Louis	Rice	France
INV4559	2013/6/13	ACCE3775	3280.4775	4373.97	usr017	Donald	Thomas	France
INV4563	2014/3/21	ACCE3775	5467.4625	7289.95	usr005	Annie	Fox	France
INV4566	2013/5/9	BIKE4485	250.065	333.42	usr005	Annie	Fox	France
INV4567	2013/1/5	CLTH4225	674.73	899.64	usr013	Louis	Rice	France
INV4570	2013/8/4	ACCE4790	556.7625	742.35	usr027	Patricia	Jacobs	France
INV4592	2013/12/27	BIKE3625	1011.66	1348.88	usr004	Willie	Montgomery	France
INV4594	2013/7/11	ACCE3775	4373.97	5831.96	usr044	Clarence	Ortiz	France
INV4604	2014/1/20	BIKE4485	750.195	1000.26	usr028	Jennifer	Bell	France
INV4606	2014/7/1	CLTH4225	862.155	1149.54	usr025	David	Carr	France
INV4616	2015/10/7	CLTH4225	281.1375	374.85	usr042	Jessica	Larson	France
INV4623	2014/7/20	CLTH4225	899.64	1199.52	usr011	Edward	Kennedy	France
INV4626	2013/10/9	ACCE3775	5467.4625	7289.95	usr002	Dorothy	Hill	France
INV4636	2015/5/3	BIKE3625	1011.66	1348.88	usr020	Bobby	Bishop	France
INV4659	2014/5/27	BIKE4485	500.13	666.84	usr012	Terry	Ruiz	France
INV4660	2016/2/29	CLTH4225	843.4125	1124.55	usr013	Louis	Rice	France
INV4668	2014/9/27	CLTH4225	112.455	149.94	usr048	Debra	Riley	France
INV4691	2013/9/19	BIKE4485	250.065	333.42	usr025	David	Carr	France
INV4707	2014/11/1	CLTH4225	712.215	949.62	usr035	Willie	Jackson	France
INV4721	2015/6/16	BIKE4040	534.48	712.64	usr023	Randy	Brown	France
INV4723	2014/10/31	CLTH4640	18.7425	24.99	usr047	Martin	King	France
INV4725	2015/8/6	BIKE3625	758.745	1011.66	usr020	Bobby	Bishop	France
INV4730	2014/8/14	ACCE3775	1093.4925	1457.99	usr029	Kelly	Howell	France
INV4740	2016/3/20	BIKE4485	500.13	666.84	usr049	Rose	Stone	France
INV4765	2016/2/7	BIKE4485	250.065	333.42	usr043	Raymond	Johnston	France
INV4811	2015/3/6	CLTH4640	262.395	349.86	usr048	Debra	Riley	France
INV4814	2016/1/19	BIKE3625	758.745	1011.66	usr024	Barbara	Martinez	France
INV4817	2014/9/12	ACCE3775	1093.4925	1457.99	usr031	Margaret	Matthews	France
INV4821	2016/1/23	BIKE3625	1011.66	1348.88	usr004	Willie	Montgomery	France
INV4823	2016/3/30	ACCE3775	1093.4925	1457.99	usr015	Melissa	Lynch	France
INV4828	2014/10/13	CLTH4225	693.4725	924.63	usr038	Douglas	Jenkins	France
INV4829	2014/12/18	BIKE4040	1002.15	1336.2	usr049	Rose	Stone	France
INV4832	2016/1/31	BIKE4485	750.195	1000.26	usr013	Louis	Rice	France
INV4835	2014/7/19	BIKE4485	250.065	333.42	usr035	Willie	Jackson	France
INV4837	2013/11/22	CLTH4225	937.125	1249.5	usr018	Roy	Jackson	France
INV4841	2013/3/17	BIKE3625	758.745	1011.66	usr044	Clarence	Ortiz	France
INV4843	2014/7/16	ACCE4790	2783.8125	3711.75	usr022	Elizabeth	Weaver	France
INV4844	2015/1/25	ACCE3775	3280.4775	4373.97	usr020	Bobby	Bishop	France
INV4845	2015/4/8	BIKE4485	750.195	1000.26	usr019	William	Grant	France
INV4846	2014/3/30	CLTH4225	487.305	649.74	usr009	Andrew	Andrews	France
INV4849	2014/3/7	BIKE4485	250.065	333.42	usr031	Margaret	Matthews	France
INV4854	2013/7/29	BIKE4040	434.265	579.02	usr006	Dorothy	Garrett	France
INV4868	2013/3/3	ACCE3775	3280.4775	4373.97	usr032	Joe	Perry	France
INV4870	2015/12/20	CLTH4225	824.67	1099.56	usr006	Dorothy	Garrett	France
INV4873	2014/11/23	BIKE4040	1135.77	1514.36	usr034	Gloria	Fisher	France
INV4886	2015/8/9	CLTH4225	843.4125	1124.55	usr041	Lillian	Mills	France
INV4890	2016/1/2	BIKE4485	1250.325	1667.1	usr045	Frances	Walker	France
INV4906	2016/3/29	ACCE3775	2186.985	2915.98	usr034	Gloria	Fisher	France
INV4933	2014/8/24	BIKE3625	505.83	674.44	usr039	Samuel	Cruz	France
INV4940	2016/3/7	CLTH4640	168.6825	224.91	usr012	Terry	Ruiz	France
INV4949	2013/1/4	BIKE4485	250.065	333.42	usr045	Frances	Walker	France
INV4961	2013/4/29	CLTH4225	487.305	649.74	usr040	Judy	Snyder	France
INV4972	2013/7/11	ACCE4790	556.7625	742.35	usr013	Louis	Rice	France
INV4980	2014/4/6	CLTH4225	56.2275	74.97	usr002	Dorothy	Hill	France
INV5000	2013/1/8	ACCE4790	1113.525	1484.7	usr043	Raymond	Johnston	France
INV0028	2016/3/11	BIKE3680	758.745	1011.66	usr046	Kathleen	Scott	Malaysia
INV0029	2015/6/14	BIKE3530	2147.25	2863	usr025	David	Carr	Malaysia
INV0030	2013/2/6	ACCE3980	3665.025	4886.7	usr003	Wayne	Parker	Malaysia
INV0036	2016/2/11	BIKE4620	187.3425	249.79	usr007	Christina	Cook	Malaysia
INV0038	2014/9/27	BIKE4620	374.685	499.58	usr020	Bobby	Bishop	Malaysia
INV0057	2014/9/6	BIKE4620	936.7125	1248.95	usr004	Willie	Montgomery	Malaysia
INV0074	2014/12/21	ACCE3830	1761.7275	2348.97	usr001	Elizabeth	Hayes	Malaysia
INV0078	2013/11/14	ACCE3830	2348.97	3131.96	usr030	Frank	Fernandez	Malaysia
INV0089	2013/7/6	ACCE3830	1761.7275	2348.97	usr024	Barbara	Martinez	Malaysia
INV0135	2014/3/23	BIKE4620	374.685	499.58	usr034	Gloria	Fisher	Malaysia
INV0136	2014/6/12	ACCE3830	2936.2125	3914.95	usr007	Christina	Cook	Malaysia
INV0147	2015/4/10	ACCE3830	2348.97	3131.96	usr009	Andrew	Andrews	Malaysia
INV0150	2015/3/29	ACCE3830	1761.7275	2348.97	usr035	Willie	Jackson	Malaysia
INV0153	2014/11/13	ACCE3830	1761.7275	2348.97	usr012	Terry	Ruiz	Malaysia
INV0157	2015/1/21	BIKE3680	252.915	337.22	usr029	Kelly	Howell	Malaysia
INV0158	2015/12/19	BIKE4620	374.685	499.58	usr010	Gregory	Sanders	Malaysia
INV0161	2013/4/7	BIKE3680	252.915	337.22	usr036	Nicole	Mendoza	Malaysia
INV0168	2015/3/25	ACCE3980	5497.5375	7330.05	usr040	Judy	Snyder	Malaysia
INV0172	2014/5/26	ACCE3830	2936.2125	3914.95	usr038	Douglas	Jenkins	Malaysia
INV0191	2014/10/19	BIKE4620	374.685	499.58	usr005	Annie	Fox	Malaysia
INV0202	2013/5/10	ACCE3830	587.2425	782.99	usr027	Patricia	Jacobs	Malaysia
INV0230	2015/3/31	BIKE3680	505.83	674.44	usr024	Barbara	Martinez	Malaysia
INV0248	2015/5/19	BIKE3680	1264.575	1686.1	usr021	Doris	Jones	Malaysia
INV0301	2013/3/24	BIKE3680	505.83	674.44	usr048	Debra	Riley	Malaysia
INV0312	2015/3/15	BIKE4620	749.37	999.16	usr026	Ralph	Ramos	Malaysia
INV0341	2014/4/20	ACCE3980	9162.5625	12216.75	usr022	Elizabeth	Weaver	Malaysia
INV0345	2015/7/27	BIKE3680	1264.575	1686.1	usr049	Rose	Stone	Malaysia
INV0352	2014/1/14	BIKE3530	1073.625	1431.5	usr003	Wayne	Parker	Malaysia
INV0353	2015/5/21	BIKE3680	758.745	1011.66	usr026	Ralph	Ramos	Malaysia
INV0359	2015/10/15	BIKE3530	2147.25	2863	usr013	Louis	Rice	Malaysia
INV0394	2015/3/3	ACCE3980	1832.5125	2443.35	usr010	Gregory	Sanders	Malaysia
INV0400	2013/3/23	ACCE3830	587.2425	782.99	usr035	Willie	Jackson	Malaysia
INV0446	2016/1/12	BIKE3530	4294.5	5726	usr010	Gregory	Sanders	Malaysia
INV0456	2014/11/19	BIKE3530	2147.25	2863	usr021	Doris	Jones	Malaysia
INV0477	2014/9/28	BIKE3530	2147.25	2863	usr003	Wayne	Parker	Malaysia
INV0495	2013/7/26	BIKE4620	749.37	999.16	usr023	Randy	Brown	Malaysia
INV0505	2014/11/26	BIKE3530	2147.25	2863	usr038	Douglas	Jenkins	Malaysia
INV0518	2014/2/16	BIKE3530	5368.125	7157.5	usr016	Kevin	Edwards	Malaysia
INV0519	2014/2/16	BIKE3530	1073.625	1431.5	usr019	William	Grant	Malaysia
INV0528	2016/2/20	ACCE3830	2348.97	3131.96	usr032	Joe	Perry	Malaysia
INV0536	2014/12/1	BIKE4620	749.37	999.16	usr050	Maria	Stanley	Malaysia
INV0543	2015/7/3	BIKE3530	1073.625	1431.5	usr012	Terry	Ruiz	Malaysia
INV0584	2013/10/20	ACCE3830	2936.2125	3914.95	usr014	Joe	Warren	Malaysia
INV0602	2014/1/15	BIKE4620	936.7125	1248.95	usr041	Lillian	Mills	Malaysia
INV0611	2014/1/6	BIKE3530	4294.5	5726	usr041	Lillian	Mills	Malaysia
INV0648	2013/3/20	BIKE3680	1264.575	1686.1	usr031	Margaret	Matthews	Malaysia
INV0657	2015/6/27	ACCE3830	2348.97	3131.96	usr047	Martin	King	Malaysia
INV0662	2015/8/27	ACCE3830	2348.97	3131.96	usr016	Kevin	Edwards	Malaysia
INV0681	2014/4/15	ACCE3830	1174.485	1565.98	usr045	Frances	Walker	Malaysia
INV0689	2014/6/25	ACCE3830	2936.2125	3914.95	usr009	Andrew	Andrews	Malaysia
INV0690	2014/7/10	BIKE3530	3220.875	4294.5	usr014	Joe	Warren	Malaysia
INV0697	2016/3/6	ACCE3830	1174.485	1565.98	usr006	Dorothy	Garrett	Malaysia
INV0702	2013/9/30	BIKE3530	3220.875	4294.5	usr029	Kelly	Howell	Malaysia
INV0717	2013/12/19	ACCE3830	587.2425	782.99	usr023	Randy	Brown	Malaysia
INV0733	2015/4/5	ACCE3830	2936.2125	3914.95	usr027	Patricia	Jacobs	Malaysia
INV0734	2015/1/12	BIKE3530	2147.25	2863	usr022	Elizabeth	Weaver	Malaysia
INV0735	2015/1/17	BIKE4620	187.3425	249.79	usr028	Jennifer	Bell	Malaysia
INV0758	2013/4/30	ACCE3830	587.2425	782.99	usr018	Roy	Jackson	Malaysia
INV0776	2013/8/26	ACCE3830	1761.7275	2348.97	usr028	Jennifer	Bell	Malaysia
INV0791	2013/1/8	BIKE3530	1073.625	1431.5	usr044	Clarence	Ortiz	Malaysia
INV0799	2014/11/6	BIKE4620	187.3425	249.79	usr010	Gregory	Sanders	Malaysia
INV0804	2014/5/9	ACCE3980	9162.5625	12216.75	usr021	Doris	Jones	Malaysia
INV0822	2013/10/23	BIKE3680	1264.575	1686.1	usr012	Terry	Ruiz	Malaysia
INV0824	2013/5/31	ACCE3830	2936.2125	3914.95	usr013	Louis	Rice	Malaysia
INV0834	2013/4/28	BIKE3680	252.915	337.22	usr015	Melissa	Lynch	Malaysia
INV0853	2014/6/17	ACCE3830	2936.2125	3914.95	usr011	Edward	Kennedy	Malaysia
INV0857	2014/5/11	BIKE3530	4294.5	5726	usr022	Elizabeth	Weaver	Malaysia
INV0868	2013/11/15	BIKE4620	749.37	999.16	usr031	Margaret	Matthews	Malaysia
INV0871	2015/10/4	BIKE3680	1011.66	1348.88	usr021	Doris	Jones	Malaysia
INV0878	2015/10/11	ACCE3980	5497.5375	7330.05	usr031	Margaret	Matthews	Malaysia
INV0914	2015/8/27	ACCE3830	587.2425	782.99	usr049	Rose	Stone	Malaysia
INV0917	2014/12/28	BIKE3530	3220.875	4294.5	usr001	Elizabeth	Hayes	Malaysia
INV0925	2015/10/1	ACCE3980	1832.5125	2443.35	usr045	Frances	Walker	Malaysia
INV0927	2015/9/13	ACCE3830	587.2425	782.99	usr040	Judy	Snyder	Malaysia
INV0929	2015/9/2	BIKE4620	374.685	499.58	usr009	Andrew	Andrews	Malaysia
INV0954	2013/10/22	ACCE3830	1174.485	1565.98	usr023	Randy	Brown	Malaysia
INV0955	2015/9/9	BIKE4620	749.37	999.16	usr002	Dorothy	Hill	Malaysia
INV0986	2016/2/26	BIKE4620	374.685	499.58	usr030	Frank	Fernandez	Malaysia
INV0987	2013/10/18	BIKE4620	749.37	999.16	usr002	Dorothy	Hill	Malaysia
INV0988	2015/7/26	BIKE3680	1011.66	1348.88	usr020	Bobby	Bishop	Malaysia
INV0991	2014/12/5	BIKE3530	2147.25	2863	usr020	Bobby	Bishop	Malaysia
INV1003	2014/11/26	BIKE3680	1011.66	1348.88	usr009	Andrew	Andrews	Malaysia
INV1021	2013/9/5	ACCE3830	2348.97	3131.96	usr047	Martin	King	Malaysia
INV1022	2015/5/11	BIKE3530	2147.25	2863	usr044	Clarence	Ortiz	Malaysia
INV1044	2014/1/1	BIKE3680	758.745	1011.66	usr040	Judy	Snyder	Malaysia
INV1046	2015/9/7	BIKE3530	5368.125	7157.5	usr026	Ralph	Ramos	Malaysia
INV1053	2013/1/31	ACCE3980	1832.5125	2443.35	usr021	Doris	Jones	Malaysia
INV1054	2013/10/1	BIKE3530	4294.5	5726	usr026	Ralph	Ramos	Malaysia
INV1064	2015/5/11	ACCE3830	1761.7275	2348.97	usr007	Christina	Cook	Malaysia
INV1070	2015/9/30	ACCE3980	9162.5625	12216.75	usr023	Randy	Brown	Malaysia
INV1072	2015/5/16	BIKE3530	4294.5	5726	usr019	William	Grant	Malaysia
INV1147	2013/2/15	BIKE4620	936.7125	1248.95	usr043	Raymond	Johnston	Malaysia
INV1155	2016/1/3	ACCE3980	5497.5375	7330.05	usr040	Judy	Snyder	Malaysia
INV1159	2015/6/17	BIKE3680	1011.66	1348.88	usr035	Willie	Jackson	Malaysia
INV1172	2013/6/8	ACCE3980	7330.05	9773.4	usr023	Randy	Brown	Malaysia
INV1189	2014/7/12	BIKE3530	3220.875	4294.5	usr011	Edward	Kennedy	Malaysia
INV1190	2015/5/30	ACCE3830	2348.97	3131.96	usr016	Kevin	Edwards	Malaysia
INV1205	2013/7/11	BIKE3530	2147.25	2863	usr050	Maria	Stanley	Malaysia
INV1217	2016/2/12	BIKE3680	505.83	674.44	usr050	Maria	Stanley	Malaysia
INV1257	2014/7/14	ACCE3980	1832.5125	2443.35	usr030	Frank	Fernandez	Malaysia
INV1258	2016/2/2	BIKE3530	4294.5	5726	usr017	Donald	Thomas	Malaysia
INV1263	2014/11/4	BIKE4620	749.37	999.16	usr038	Douglas	Jenkins	Malaysia
INV1274	2014/8/24	BIKE4620	187.3425	249.79	usr033	Keith	Cox	Malaysia
INV1289	2016/1/8	ACCE3980	9162.5625	12216.75	usr026	Ralph	Ramos	Malaysia
INV1331	2015/11/16	BIKE3680	252.915	337.22	usr032	Joe	Perry	Malaysia
INV1339	2015/11/19	BIKE3530	2147.25	2863	usr025	David	Carr	Malaysia
INV1448	2013/1/7	ACCE3830	1761.7275	2348.97	usr007	Christina	Cook	Malaysia
INV1450	2015/8/9	ACCE3830	1761.7275	2348.97	usr048	Debra	Riley	Malaysia
INV1455	2015/8/17	BIKE3530	1073.625	1431.5	usr001	Elizabeth	Hayes	Malaysia
INV1466	2015/7/18	BIKE3530	5368.125	7157.5	usr049	Rose	Stone	Malaysia
INV1529	2014/7/1	ACCE3830	1174.485	1565.98	usr002	Dorothy	Hill	Malaysia
INV1535	2015/5/5	BIKE4620	749.37	999.16	usr015	Melissa	Lynch	Malaysia
INV1545	2013/1/29	ACCE3980	5497.5375	7330.05	usr032	Joe	Perry	Malaysia
INV1547	2013/5/29	ACCE3830	1174.485	1565.98	usr013	Louis	Rice	Malaysia
INV1550	2015/11/19	ACCE3830	1174.485	1565.98	usr031	Margaret	Matthews	Malaysia
INV1568	2015/5/17	BIKE3680	1011.66	1348.88	usr041	Lillian	Mills	Malaysia
INV1584	2013/6/28	BIKE4620	936.7125	1248.95	usr030	Frank	Fernandez	Malaysia
